Datetime,Open,High,Low,Close,Volume,EMA9,EMA20,EMA50,RSI,VWAP
2025-07-31 10:00:00+05:30,24692.75,24693.75,24653.6,24673.6,0,,,,,
2025-07-31 10:15:00+05:30,24673.2,24692.8,24666.7,24678.4,0,,,,,
2025-07-31 10:30:00+05:30,24677.3,24693.1,24662.6,24693.1,0,,,,,
2025-07-31 10:45:00+05:30,24693.5,24728.7,24693.05,24713.4,0,,,,,
2025-07-31 11:00:00+05:30,24713.2,24776.55,24713.2,24747.15,0,,,,,
2025-07-31 11:15:00+05:30,24746.95,24805.25,24742.05,24781.95,0,,,,,
2025-07-31 11:30:00+05:30,24782.2,24820.2,24780.3,24813.9,0,,,,,
2025-07-31 11:45:00+05:30,24814.9,24822.4,24793.0,24798.65,0,,,,,
2025-07-31 12:00:00+05:30,24798.55,24819.35,24755.6,24819.35,0,,,,,
2025-07-31 12:15:00+05:30,24819.7,24850.0,24819.25,24826.45,0,,,,,
2025-07-31 12:30:00+05:30,24827.9,24874.45,24827.65,24856.35,0,,,,,
2025-07-31 12:45:00+05:30,24856.75,24879.85,24846.25,24876.2,0,,,,,
2025-08-01 10:00:00+05:30,24696.55,24747.35,24684.65,24745.65,0,24745.65,24745.65,24745.65,,
2025-08-01 10:15:00+05:30,24745.6,24777.8,24735.1,24764.45,0,24749.410000000003,24747.440476190477,24746.38725490196,,
2025-08-01 10:30:00+05:30,24764.7,24784.15,24756.0,24769.45,0,24753.418000000005,24749.536621315194,24747.291676278353,,
2025-08-01 10:45:00+05:30,24769.35,24772.6,24735.3,24743.4,0,24751.414400000005,24748.952181189936,24747.13906152234,,
2025-08-01 11:00:00+05:30,24743.45,24771.35,24707.1,24710.25,0,24743.181520000006,24745.266259171844,24745.692431658717,,
2025-08-01 11:15:00+05:30,24710.85,24718.0,24668.95,24699.35,0,24734.415216000005,24740.893282107856,24743.875081397593,,
