Datetime,Open,High,Low,Close,Volume,EMA9,EMA20,EMA50,RSI,VWAP
2025-07-31 09:15:00+05:30,55728.15,55959.4,55694.35,55811.7,0,55811.7,55811.7,55811.7,,
2025-07-31 09:18:00+05:30,55815.15,55881.4,55804.2,55854.85,0,55820.33,55815.80952380952,55813.39215686274,,
2025-07-31 09:21:00+05:30,55861.1,55900.45,55803.1,55864.15,0,55829.094000000005,55820.4133786848,55815.382660515184,,
2025-07-31 09:24:00+05:30,55865.25,55879.7,55817.95,55865.3,0,55836.3352,55824.68829500054,55817.34020324008,,
2025-07-31 09:27:00+05:30,55861.15,55900.8,55854.45,55864.7,0,55842.008160000005,55828.498933571915,55819.19745017184,,
2025-07-31 09:30:00+05:30,55864.05,55883.25,55818.9,55872.4,0,55848.08652800001,55832.67998751745,55821.28382467491,,
2025-07-31 09:33:00+05:30,55867.5,55876.8,55829.6,55836.3,0,55845.72922240001,55833.02475061102,55821.8726942955,,
2025-07-31 09:36:00+05:30,55837.65,55851.9,55815.4,55817.75,0,55840.133377920014,55831.57001245759,55821.71102000941,,
2025-07-31 09:39:00+05:30,55817.25,55847.15,55803.25,55834.2,0,55838.94670233602,55831.82048746163,55822.20078393061,,
2025-07-31 09:42:00+05:30,55839.05,55860.3,55817.05,55843.05,0,55839.76736186882,55832.88996484624,55823.01840024706,,
2025-07-31 09:45:00+05:30,55843.95,55857.8,55811.1,55821.25,0,55836.06388949506,55831.78139676565,55822.949051217765,,
2025-07-31 09:48:00+05:30,55819.45,55819.85,55777.1,55794.3,0,55827.71111159605,55828.21173993082,55821.825559013145,,
2025-07-31 09:51:00+05:30,55791.2,55817.6,55785.15,55800.75,0,55822.318889276845,55825.596336127885,55820.99906650282,,
2025-07-31 09:54:00+05:30,55804.0,55804.15,55780.15,55781.9,0,55814.23511142148,55821.43478030618,55819.46576977723,43.09865678555038,
2025-07-31 09:57:00+05:30,55780.95,55782.0,55707.45,55716.05,0,55794.59808913719,55811.39813456274,55815.410249393804,33.025732031945125,
2025-07-31 10:00:00+05:30,55709.3,55712.95,55576.8,55579.55,0,,,,,
2025-07-31 10:03:00+05:30,55583.6,55607.6,55561.65,55584.4,0,,,,,
2025-07-31 10:06:00+05:30,55587.8,55636.0,55580.4,55603.85,0,,,,,
2025-07-31 10:09:00+05:30,55607.35,55630.65,55596.6,55616.95,0,,,,,
2025-07-31 10:12:00+05:30,55618.9,55620.6,55593.15,55607.2,0,,,,,
2025-07-31 10:15:00+05:30,55606.75,55642.65,55596.55,55606.4,0,,,,,
2025-07-31 10:18:00+05:30,55605.9,55620.5,55547.35,55565.75,0,,,,,
2025-07-31 10:21:00+05:30,55566.1,55600.9,55559.2,55596.15,0,,,,,
2025-07-31 10:24:00+05:30,55599.2,55642.35,55595.95,55620.65,0,,,,,
2025-07-31 10:27:00+05:30,55618.7,55648.35,55617.8,55628.65,0,,,,,
2025-07-31 10:30:00+05:30,55625.35,55653.55,55593.5,55600.8,0,,,,,
2025-07-31 10:33:00+05:30,55601.8,55613.05,55582.25,55595.75,0,,,,,
2025-07-31 10:36:00+05:30,55596.15,55628.75,55582.1,55603.35,0,,,,,
2025-07-31 10:39:00+05:30,55605.3,55624.5,55596.55,55621.95,0,,,,,
2025-07-31 10:42:00+05:30,55621.25,55636.65,55605.6,55636.65,0,,,,,
2025-07-31 10:45:00+05:30,55635.75,55672.35,55617.65,55668.4,0,,,,,
2025-07-31 10:48:00+05:30,55666.75,55714.75,55665.6,55699.45,0,,,,,
2025-07-31 10:51:00+05:30,55699.1,55720.3,55677.4,55696.25,0,,,,,
