Datetime,Open,High,Low,Close,Volume,EMA9,EMA20,EMA50,RSI,VWAP
2025-07-31 09:15:00+05:30,24642.25,24700.1,24635.0,24661.25,0,24661.25,24661.25,24661.25,,
2025-07-31 09:18:00+05:30,24661.4,24714.95,24657.15,24702.7,0,24669.54,24665.19761904762,24662.87549019608,,
2025-07-31 09:21:00+05:30,24703.05,24728.95,24686.55,24711.85,0,24678.002,24669.640702947847,24664.796059207998,,
2025-07-31 09:24:00+05:30,24713.65,24719.3,24693.7,24714.6,0,24685.321600000003,24673.922540762338,24666.749154925332,,
2025-07-31 09:27:00+05:30,24713.55,24725.85,24707.2,24709.4,0,24690.137280000006,24677.30134640402,24668.421737085126,,
2025-07-31 09:30:00+05:30,24708.4,24719.25,24694.75,24712.65,0,24694.639824000005,24680.667884841732,24670.156178768062,,
2025-07-31 09:33:00+05:30,24712.35,24713.9,24696.25,24696.9,0,24695.091859200005,24682.21380057109,24671.204956071273,,
2025-07-31 09:36:00+05:30,24697.4,24700.45,24689.9,24691.9,0,24694.453487360006,24683.136295754797,24672.01652642142,,
2025-07-31 09:39:00+05:30,24690.7,24706.45,24684.65,24700.9,0,24695.742789888005,24684.828077111484,24673.149211659795,,
2025-07-31 09:42:00+05:30,24701.55,24710.7,24695.7,24707.95,0,24698.184231910407,24687.030165005628,24674.51394845745,,
2025-07-31 09:45:00+05:30,24707.55,24708.95,24694.95,24696.95,0,24697.937385528327,24687.974911195568,24675.393793615985,,
2025-07-31 09:48:00+05:30,24695.65,24702.75,24687.8,24691.4,0,24696.629908422663,24688.301110129323,24676.021487983988,,
2025-07-31 09:51:00+05:30,24692.0,24707.35,24688.65,24705.85,0,24698.47392673813,24689.97243297415,24677.191233553243,,
2025-07-31 09:54:00+05:30,24705.95,24708.55,24700.9,24708.2,0,24700.419141390506,24691.70839173852,24678.40726360998,67.79082985979653,
2025-07-31 09:57:00+05:30,24708.55,24709.35,24690.6,24694.1,0,24699.155313112406,24691.9361639539,24679.02266503704,61.246148579253514,
2025-07-31 10:00:00+05:30,24692.75,24693.75,24653.9,24654.85,0,,,,,
2025-07-31 10:03:00+05:30,24654.7,24668.1,24653.6,24666.45,0,,,,,
2025-07-31 10:06:00+05:30,24666.65,24687.0,24663.6,24679.45,0,,,,,
2025-07-31 10:09:00+05:30,24679.1,24683.45,24667.35,24678.65,0,,,,,
2025-07-31 10:12:00+05:30,24679.35,24679.35,24665.3,24673.6,0,,,,,
2025-07-31 10:15:00+05:30,24673.2,24682.95,24667.15,24674.0,0,,,,,
2025-07-31 10:18:00+05:30,24673.85,24680.0,24667.35,24671.15,0,,,,,
2025-07-31 10:21:00+05:30,24670.6,24683.9,24666.7,24680.3,0,,,,,
2025-07-31 10:24:00+05:30,24680.95,24689.75,24680.2,24684.15,0,,,,,
2025-07-31 10:27:00+05:30,24683.65,24692.8,24671.8,24678.4,0,,,,,
2025-07-31 10:30:00+05:30,24677.3,24685.7,24671.45,24674.75,0,,,,,
2025-07-31 10:33:00+05:30,24674.2,24677.3,24668.5,24672.5,0,,,,,
2025-07-31 10:36:00+05:30,24672.35,24680.95,24662.6,24672.6,0,,,,,
2025-07-31 10:39:00+05:30,24672.45,24684.55,24671.1,24681.65,0,,,,,
2025-07-31 10:42:00+05:30,24681.6,24693.1,24676.95,24693.1,0,,,,,
2025-07-31 10:45:00+05:30,24693.5,24713.1,24693.05,24709.75,0,,,,,
2025-07-31 10:48:00+05:30,24709.45,24728.45,24708.35,24723.5,0,,,,,
2025-07-31 10:51:00+05:30,24723.25,24725.75,24711.35,24723.05,0,,,,,
2025-07-31 10:54:00+05:30,24720.55,24728.7,24719.25,24723.65,0,,,,,
2025-07-31 10:57:00+05:30,24724.05,24724.05,24695.0,24713.4,0,,,,,
