Datetime,Open,High,Low,Close,Volume,EMA9,EMA20,EMA50,RSI14,VWAP
2025-08-04 10:47:00,2463445.0,2463445.0,2463445.0,2463445.0,0.0,,,,,
2025-08-04 10:48:00,2463075.0,2463075.0,2463075.0,2463075.0,0.0,,,,,
2025-08-04 10:49:00,2462005.0,2462005.0,2462005.0,2462005.0,0.0,,,,,
2025-08-04 10:50:00,2461260.0,2461260.0,2461260.0,2461260.0,0.0,,,,,
2025-08-04 10:51:00,2461265.0,2461265.0,2461265.0,2461265.0,0.0,,,,,
2025-08-04 10:52:00,2460965.0,2460965.0,2460965.0,2460965.0,0.0,,,,,
2025-08-04 10:53:00,2462180.0,2462180.0,2462180.0,2462180.0,0.0,,,,,
2025-08-04 10:54:00,2462310.0,2462310.0,2462310.0,2462310.0,0.0,,,,,
2025-08-04 10:55:00,2462595.0,2462595.0,2462595.0,2462595.0,0.0,2462277.8066816004,,,,
2025-08-04 10:56:00,2462530.0,2462530.0,2462530.0,2462530.0,0.0,2462303.4453452807,,,,
2025-08-04 10:57:00,2463050.0,2463050.0,2463050.0,2463050.0,0.0,2462531.1562762246,,,,
2025-08-04 10:58:00,2462095.0,2462095.0,2462095.0,2462095.0,0.0,2462287.9250209797,,,,
2025-08-04 10:59:00,2462430.0,2462430.0,2462430.0,2462430.0,0.0,2462369.940016784,,,,
2025-08-04 11:00:00,2462555.0,2462555.0,2462555.0,2462555.0,0.0,2462422.152013427,,,,
2025-08-04 11:01:00,2463135.0,2463135.0,2463135.0,2463135.0,0.0,2462668.7216107417,,,50.21834061135372,
2025-08-04 11:02:00,2464455.0,2464455.0,2464455.0,2464455.0,0.0,2463229.9772885935,,,67.72334293948126,
2025-08-04 11:03:00,2464565.0,2464565.0,2464565.0,2464565.0,0.0,2463515.381830875,,,75.94637223974763,
2025-08-04 11:04:00,2464925.0,2464925.0,2464925.0,2464925.0,0.0,2463849.3054647,,,77.14285714285714,
2025-08-04 11:05:00,2466005.0,2466005.0,2466005.0,2466005.0,0.0,2464454.848389415,,,83.81770145310436,
2025-08-04 11:06:00,2466275.0,2466275.0,2466275.0,2466275.0,0.0,2464844.308344605,,,82.83464566929133,
2025-08-04 11:07:00,2466605.0,2466605.0,2466605.0,2466605.0,0.0,2465252.3672516244,,,82.93436293436294,
2025-08-04 11:08:00,2464935.0,2464935.0,2464935.0,2464935.0,0.0,2464912.347609941,,,64.83585858585859,
2025-08-04 11:09:00,2464490.0,2464490.0,2464490.0,2464490.0,0.0,2464797.0556541346,,,62.5,
2025-08-04 11:10:00,2464810.0,2464810.0,2464810.0,2464810.0,0.0,2464860.6779069575,,,61.50385604113111,
2025-08-04 11:11:00,2465310.0,2465310.0,2465310.0,2465310.0,0.0,2465041.355853201,,,72.02178352620831,
2025-08-04 11:12:00,2465640.0,2465640.0,2465640.0,2465640.0,0.0,2465208.8725947766,,,72.16850828729282,
2025-08-04 11:13:00,2465515.0,2465515.0,2465515.0,2465515.0,0.0,2465257.3464269573,,,70.53571428571428,
2025-08-04 11:14:00,2466450.0,2466450.0,2466450.0,2466450.0,0.0,2465626.853534974,,,71.53284671532847,
2025-08-04 11:15:00,2466450.0,2466450.0,2466450.0,2466450.0,0.0,2465795.47793945,,,66.08832807570977,
2025-08-04 11:16:00,2467325.0,2467325.0,2467325.0,2467325.0,0.0,2466239.093719419,,,69.52515946137491,
2025-08-04 11:17:00,2466635.0,2466635.0,2466635.0,2466635.0,0.0,2466219.3247665213,,,61.81448882870684,
2025-08-04 20:32:00,2472275.0,2472275.0,2472275.0,2472275.0,0.0,,,,,
2025-08-04 20:33:00,2472275.0,2472275.0,2472275.0,2472275.0,0.0,,,,,
2025-08-05 10:35:00,2461145.0,2461145.0,2461145.0,2461145.0,0.0,,,,,
2025-08-05 10:36:00,2461975.0,2461975.0,2461975.0,2461975.0,0.0,,,,,
2025-08-05 10:37:00,2461730.0,2461730.0,2461730.0,2461730.0,0.0,,,,,
2025-08-05 10:38:00,2461335.0,2461335.0,2461335.0,2461335.0,0.0,,,,,
2025-08-05 10:39:00,2462635.0,2462635.0,2462635.0,2462635.0,0.0,,,,,
2025-08-05 10:40:00,2462990.0,2462990.0,2462990.0,2462990.0,0.0,,,,,
2025-08-05 10:41:00,2463210.0,2463210.0,2463210.0,2463210.0,0.0,,,,,
2025-08-05 10:42:00,2462165.0,2462165.0,2462165.0,2462165.0,0.0,,,,,
2025-08-05 10:43:00,2460710.0,2460710.0,2460710.0,2460710.0,0.0,2461672.0671488,,,,
2025-08-05 10:44:00,2460990.0,2460990.0,2460990.0,2460990.0,0.0,2461578.05371904,,,,
2025-08-05 10:45:00,2461635.0,2461635.0,2461635.0,2461635.0,0.0,2461684.642975232,,,,
2025-08-05 10:46:00,2461390.0,2461390.0,2461390.0,2461390.0,0.0,2461568.914380186,,,,
2025-08-05 10:47:00,2461450.0,2461450.0,2461450.0,2461450.0,0.0,2461545.931504149,,,,
2025-08-05 10:48:00,2460960.0,2460960.0,2460960.0,2460960.0,0.0,2461327.1452033194,,,,
2025-08-05 10:49:00,2461175.0,2461175.0,2461175.0,2461175.0,0.0,2461323.116162656,,,45.30087897227856,
2025-08-05 10:50:00,2461225.0,2461225.0,2461225.0,2461225.0,0.0,2461291.4929301245,,,46.98216735253772,
2025-08-05 10:51:00,2461870.0,2461870.0,2461870.0,2461870.0,0.0,2461516.7943440997,,,53.48080676642811,
2025-08-05 10:52:00,2462080.0,2462080.0,2462080.0,2462080.0,0.0,2461659.83547528,,,47.23880597014926,
2025-08-05 10:53:00,2462590.0,2462590.0,2462590.0,2462590.0,0.0,2461905.3754285295,,,46.56084656084656,
2025-08-05 10:54:00,2462430.0,2462430.0,2462430.0,2462430.0,0.0,2461970.755591316,,,45.4066265060241,
2025-08-05 10:55:00,2462720.0,2462720.0,2462720.0,2462720.0,0.0,2462182.290527391,,,53.82736156351792,
2025-08-05 10:56:00,2462435.0,2462435.0,2462435.0,2462435.0,0.0,2462181.9509890256,,,71.2777191129884,
2025-08-05 10:57:00,2462135.0,2462135.0,2462135.0,2462135.0,0.0,2462084.2815007,,,62.719298245614034,
2025-08-05 10:58:00,2462040.0,2462040.0,2462040.0,2462040.0,0.0,2462068.22520056,,,55.752212389380524,
2025-08-05 10:59:00,2461835.0,2461835.0,2461835.0,2461835.0,0.0,2461943.0138111757,,,56.91158156911582,
2025-08-05 11:00:00,2462050.0,2462050.0,2462050.0,2462050.0,0.0,2462004.0090401135,,,57.95868772782503,
2025-08-05 11:01:00,2461940.0,2461940.0,2461940.0,2461940.0,0.0,2461980.5960151814,,,65.47455295735901,
2025-08-05 11:02:00,2461965.0,2461965.0,2461965.0,2461965.0,0.0,2461993.5824206006,,,61.76470588235294,
2025-08-05 11:03:00,2462430.0,2462430.0,2462430.0,2462430.0,0.0,2462157.3375923084,,,67.54617414248021,
2025-08-05 11:04:00,2462540.0,2462540.0,2462540.0,2462540.0,0.0,2462234.6217227117,,,60.19417475728155,
2025-08-05 11:05:00,2462400.0,2462400.0,2462400.0,2462400.0,0.0,2462251.681841707,,,55.66666666666667,
2025-08-05 11:06:00,2462425.0,2462425.0,2462425.0,2462425.0,0.0,2462288.2951134034,,,49.03846153846154,
2025-08-05 11:07:00,2462010.0,2462010.0,2462010.0,2462010.0,0.0,2462183.2277535154,,,43.62068965517241,
2025-08-05 11:08:00,2461820.0,2461820.0,2461820.0,2461820.0,0.0,2462081.284362589,,,34.46428571428571,
2025-08-05 11:09:00,2461200.0,2461200.0,2461200.0,2461200.0,0.0,2461831.7034654524,,,31.36288998357965,
2025-08-05 11:10:00,2460735.0,2460735.0,2460735.0,2460735.0,0.0,2461537.851404504,,,30.12618296529969,
2025-08-05 11:11:00,2461310.0,2461310.0,2461310.0,2461310.0,0.0,2461559.465587141,,,39.25619834710744,
2025-08-05 11:12:00,2461580.0,2461580.0,2461580.0,2461580.0,0.0,2461604.377358242,,,47.57952973720608,
2025-08-05 11:13:00,2462315.0,2462315.0,2462315.0,2462315.0,0.0,2461860.3769911006,,,53.628536285362856,
2025-08-05 11:14:00,2463050.0,2463050.0,2463050.0,2463050.0,0.0,2462200.812960739,,,62.16505894962487,
2025-08-05 11:15:00,2463390.0,2463390.0,2463390.0,2463390.0,0.0,2462504.615545091,,,62.981243830207305,
2025-08-05 11:16:00,2462870.0,2462870.0,2462870.0,2462870.0,0.0,2462496.8662516777,,,54.18250950570343,
2025-08-05 11:17:00,2463495.0,2463495.0,2463495.0,2463495.0,0.0,2462801.0014894987,,,58.43935538592027,
2025-08-05 11:18:00,2463260.0,2463260.0,2463260.0,2463260.0,0.0,2462861.283495361,,,57.08367854183928,
2025-08-05 11:19:00,2463620.0,2463620.0,2463620.0,2463620.0,0.0,2463078.6219077595,,,59.465828750981935,
2025-08-05 11:20:00,2464050.0,2464050.0,2464050.0,2464050.0,0.0,2463343.7585341027,,,65.83268178264268,
2025-08-05 11:21:00,2463715.0,2463715.0,2463715.0,2463715.0,0.0,2463355.4954594243,,,64.42089326267978,
2025-08-05 11:22:00,2463655.0,2463655.0,2463655.0,2463655.0,0.0,2463409.976511525,,,69.18032786885246,
2025-08-05 11:23:00,2463435.0,2463435.0,2463435.0,2463435.0,0.0,2463375.955593801,,,73.3913043478261,
2025-08-05 11:24:00,2464210.0,2464210.0,2464210.0,2464210.0,0.0,2463659.6913793613,,,75.28641571194763,
2025-08-05 11:25:00,2464400.0,2464400.0,2464400.0,2464400.0,0.0,2463847.635976227,,,73.11827956989248,
2025-08-05 11:26:00,2464345.0,2464345.0,2464345.0,2464345.0,0.0,2463937.6405738313,,,68.74418604651163,
2025-08-05 11:27:00,2463960.0,2463960.0,2463960.0,2463960.0,0.0,2463892.067858507,,,59.863945578231295,
2025-08-05 11:28:00,2464265.0,2464265.0,2464265.0,2464265.0,0.0,2464024.1912700823,,,57.91106514994829,
2025-08-05 11:29:00,2464495.0,2464495.0,2464495.0,2464495.0,0.0,2464149.013454985,,,68.55203619909503,
2025-08-05 11:30:00,2463735.0,2463735.0,2463735.0,2463735.0,0.0,2463951.689619072,,,52.32018561484919,
2025-08-05 11:31:00,2462905.0,2462905.0,2462905.0,2462905.0,0.0,2463620.349686431,,,46.12202688728024,
2025-08-05 11:32:00,2462130.0,2462130.0,2462130.0,2462130.0,0.0,2463185.060462105,,,35.79545454545455,
2025-08-05 11:42:00,2462685.0,2462685.0,2462685.0,2462685.0,0.0,2463181.0483696843,,,37.54545454545455,
2025-08-05 11:43:00,2462615.0,2462615.0,2462615.0,2462615.0,0.0,2463069.638528537,,,39.82642237222758,
2025-08-05 11:44:00,2463025.0,2463025.0,2463025.0,2463025.0,0.0,2463115.7305266876,,,,
2025-08-05 11:45:00,2463385.0,2463385.0,2463385.0,2463385.0,0.0,2463263.261606401,,,,
2025-08-05 11:46:00,2462965.0,2462965.0,2462965.0,2462965.0,0.0,2463048.7544960007,,,,
2025-08-05 11:47:00,2463325.0,2463325.0,2463325.0,2463325.0,0.0,2463027.0294144005,,,,
2025-08-05 11:48:00,2463360.0,2463360.0,2463360.0,2463360.0,0.0,2463000.3915264,,,,
2025-08-05 11:49:00,2463500.0,2463500.0,2463500.0,2463500.0,0.0,2463179.7860352006,,,,
2025-08-05 11:50:00,2463285.0,2463285.0,2463285.0,2463285.0,0.0,,,,,
2025-08-05 11:51:00,2463455.0,2463455.0,2463455.0,2463455.0,0.0,2463280.2741632,,,,
2025-08-05 11:52:00,2463085.0,2463085.0,2463085.0,2463085.0,0.0,2463177.2193305604,,,,
2025-08-05 11:53:00,2463405.0,2463405.0,2463405.0,2463405.0,0.0,2463265.1754644485,,,,
2025-08-05 11:54:00,2462665.0,2462665.0,2462665.0,2462665.0,0.0,2463015.5403715586,,,,
2025-08-05 11:55:00,2462845.0,2462845.0,2462845.0,2462845.0,0.0,2463011.032297247,,,,
2025-08-05 11:56:00,2462275.0,2462275.0,2462275.0,2462275.0,0.0,2462789.6190005867,,,,
2025-08-05 11:57:00,2462475.0,2462475.0,2462475.0,2462475.0,0.0,2462748.2952004694,,,,
2025-08-05 11:58:00,2461915.0,2461915.0,2461915.0,2461915.0,0.0,2462499.2361603756,,,32.66078184110971,
2025-08-05 11:59:00,2462140.0,2462140.0,2462140.0,2462140.0,0.0,2462450.588928301,,,38.969616908850725,
2025-08-05 12:00:00,2462535.0,2462535.0,2462535.0,2462535.0,0.0,2462520.271142641,,,42.25,
2025-08-05 12:01:00,2462075.0,2462075.0,2462075.0,2462075.0,0.0,2462342.416914113,,,34.42622950819671,
2025-08-05 12:02:00,2462235.0,2462235.0,2462235.0,2462235.0,0.0,2462323.2589957593,,,37.29977116704806,
2025-08-05 12:03:00,2462805.0,2462805.0,2462805.0,2462805.0,0.0,2462477.2497883392,,,45.54865424430642,
2025-08-05 12:04:00,2462285.0,2462285.0,2462285.0,2462285.0,0.0,2462340.903430299,,,38.46153846153846,
2025-08-05 12:05:00,2462530.0,2462530.0,2462530.0,2462530.0,0.0,2462410.441880329,,,44.54828660436137,
2025-08-05 12:06:00,2462430.0,2462430.0,2462430.0,2462430.0,0.0,2462393.171920427,,,39.95633187772926,
2025-08-05 12:07:00,2462900.0,2462900.0,2462900.0,2462900.0,0.0,2462568.360272059,,,53.55064027939465,
2025-08-05 12:08:00,2462875.0,2462875.0,2462875.0,2462875.0,0.0,2462606.222890198,,,50.30012004801921,
2025-08-05 12:09:00,2463190.0,2463190.0,2463190.0,2463190.0,0.0,2462753.0925597185,,,61.558109833971905,
2025-08-05 12:10:00,2462985.0,2462985.0,2462985.0,2462985.0,0.0,2462750.6731769005,,,57.75978407557355,
2025-08-05 12:11:00,2464190.0,2464190.0,2464190.0,2464190.0,0.0,2463228.7322131414,,,75.0,
2025-08-05 12:12:00,2465690.0,2465690.0,2465690.0,2465690.0,0.0,2463930.8076353543,,,80.97269624573379,
2025-08-05 12:13:00,2466080.0,2466080.0,2466080.0,2466080.0,0.0,2464410.8979080976,,,80.90753424657534,
2025-08-05 12:14:00,2466050.0,2466050.0,2466050.0,2466050.0,0.0,2464713.811847149,,,88.03738317757009,
2025-08-05 12:15:00,2465890.0,2465890.0,2465890.0,2465890.0,0.0,2464912.4509175704,,,85.02325581395348,
2025-08-05 12:16:00,2465690.0,2465690.0,2465690.0,2465690.0,0.0,2465049.746637445,,,81.36958710976837,
2025-08-05 12:17:00,2465245.0,2465245.0,2465245.0,2465245.0,0.0,2465004.7702546865,,,80.49504950495049,
2025-08-05 12:18:00,2465455.0,2465455.0,2465455.0,2465455.0,0.0,2465135.8282915335,,,79.67967967967968,
2025-08-05 12:19:00,2465480.0,2465480.0,2465480.0,2465480.0,0.0,2465198.369112556,,,79.98046875,
2025-08-05 12:20:00,2466040.0,2466040.0,2466040.0,2466040.0,0.0,2465433.709386656,,,80.3639846743295,
2025-08-05 12:21:00,2465780.0,2465780.0,2465780.0,2465780.0,0.0,2465470.42218884,,,78.61936720997124,
2025-08-05 12:22:00,2466255.0,2466255.0,2466255.0,2466255.0,0.0,2465693.0965991914,,,79.77839335180056,
2025-08-05 12:23:00,2466400.0,2466400.0,2466400.0,2466400.0,0.0,2465872.363902668,,,80.73476702508961,
2025-08-05 12:24:00,2466025.0,2466025.0,2466025.0,2466025.0,0.0,2465851.1400422463,,,69.6652719665272,
2025-08-05 12:25:00,2466145.0,2466145.0,2466145.0,2466145.0,0.0,2465937.3454174465,,,58.504398826979475,
2025-08-05 12:26:00,2465395.0,2465395.0,2465395.0,2465395.0,0.0,2465731.7954700463,,,42.034805890227574,
2025-08-05 12:27:00,2465475.0,2465475.0,2465475.0,2465475.0,0.0,2465726.403294286,,,43.15068493150685,
2025-08-05 12:28:00,2465980.0,2465980.0,2465980.0,2465980.0,0.0,2465898.703081312,,,52.1091811414392,
2025-08-05 12:29:00,2465460.0,2465460.0,2465460.0,2465460.0,0.0,2465745.818584417,,,46.97986577181208,
2025-08-05 12:30:00,2465625.0,2465625.0,2465625.0,2465625.0,0.0,2465756.584651556,,,54.93300852618758,
2025-08-05 12:31:00,2465290.0,2465290.0,2465290.0,2465290.0,0.0,2465617.0953454906,,,47.66467065868263,
2025-08-05 12:32:00,2464245.0,2464245.0,2464245.0,2464245.0,0.0,2465186.0351245115,,,39.01960784313726,
2025-08-05 12:33:00,2463905.0,2463905.0,2463905.0,2463905.0,0.0,2464859.84075637,,,29.352226720647778,
2025-08-05 12:34:00,2463430.0,2463430.0,2463430.0,2463430.0,0.0,2464501.8464207007,,,27.211538461538467,
2025-08-05 12:35:00,2464045.0,2464045.0,2464045.0,2464045.0,0.0,2464510.7154087396,,,30.283623055809684,
2025-08-05 12:36:00,2464375.0,2464375.0,2464375.0,2464375.0,0.0,2464553.220678127,,,31.5129811996419,
2025-08-05 12:37:00,2464355.0,2464355.0,2464355.0,2464355.0,0.0,2464515.7644547177,,,33.52380952380952,
2025-08-05 12:38:00,2463950.0,2463950.0,2463950.0,2463950.0,0.0,2464346.617323179,,,30.071813285457807,
2025-08-05 12:39:00,2464515.0,2464515.0,2464515.0,2464515.0,0.0,2464475.817314185,,,40.63636363636363,
2025-08-05 12:40:00,2464595.0,2464595.0,2464595.0,2464595.0,0.0,2464518.858739877,,,41.65938864628821,
2025-08-05 12:41:00,2464640.0,2464640.0,2464640.0,2464640.0,0.0,2464537.418215775,,,36.551077788191186,
2025-08-05 12:42:00,2464605.0,2464605.0,2464605.0,2464605.0,0.0,2464543.675573552,,,40.554414784394254,
2025-08-05 12:43:00,2465095.0,2465095.0,2465095.0,2465095.0,0.0,2464745.230530834,,,44.4232602478551,
2025-08-05 12:44:00,2464975.0,2464975.0,2464975.0,2464975.0,0.0,2464785.4419838847,,,46.23015873015873,
2025-08-05 12:45:00,2464855.0,2464855.0,2464855.0,2464855.0,0.0,2464781.445667928,,,56.484848484848484,
2025-08-05 12:46:00,2464445.0,2464445.0,2464445.0,2464445.0,0.0,2464666.548766111,,,57.1078431372549,
2025-08-05 12:47:00,2464805.0,2464805.0,2464805.0,2464805.0,0.0,2464754.7843333734,,,67.60204081632654,
2025-08-05 12:48:00,2464770.0,2464770.0,2464770.0,2464770.0,0.0,2464729.5825642413,,,60.416666666666664,
2025-08-05 12:49:00,2464615.0,2464615.0,2464615.0,2464615.0,0.0,2464690.4695000714,,,53.2051282051282,
2025-08-05 12:50:00,2463895.0,2463895.0,2463895.0,2463895.0,0.0,2464431.449264713,,,43.34203655352481,
2025-08-05 12:51:00,2463505.0,2463505.0,2463505.0,2463505.0,0.0,2464202.5786988093,,,43.97350993377483,
2025-08-05 12:52:00,2463410.0,2463410.0,2463410.0,2463410.0,0.0,2464040.6779265334,,,33.23262839879155,
2025-08-05 12:53:00,2463140.0,2463140.0,2463140.0,2463140.0,0.0,2463822.762197241,,,27.591240875912405,
2025-08-05 12:54:00,2463230.0,2463230.0,2463230.0,2463230.0,0.0,2463727.393350457,,,31.303116147308785,
2025-08-05 12:55:00,2463270.0,2463270.0,2463270.0,2463270.0,0.0,2463653.2027435303,,,29.33333333333333,
2025-08-05 12:56:00,2463715.0,2463715.0,2463715.0,2463715.0,0.0,2463737.1544265933,,,27.878787878787875,
2025-08-05 12:57:00,2463500.0,2463500.0,2463500.0,2463500.0,0.0,2463657.871741461,,,27.341389728096672,
2025-08-05 12:58:00,2463695.0,2463695.0,2463695.0,2463695.0,0.0,2463696.1690489976,,,31.75074183976261,
2025-08-05 12:59:00,2463875.0,2463875.0,2463875.0,2463875.0,0.0,2463772.3225824377,,,39.59311424100157,
2025-08-05 13:00:00,2463745.0,2463745.0,2463745.0,2463745.0,0.0,2463747.7055462115,,,31.447587354409322,
2025-08-05 13:01:00,2463990.0,2463990.0,2463990.0,2463990.0,0.0,2463843.613357081,,,38.18466353677621,
2025-08-05 13:02:00,2462920.0,2462920.0,2462920.0,2462920.0,0.0,2463479.1551422384,,,28.873239436619713,
2025-08-05 13:03:00,2463260.0,2463260.0,2463260.0,2463260.0,0.0,2463506.688721314,,,40.39408866995074,
2025-08-05 13:04:00,2462865.0,2462865.0,2462865.0,2462865.0,0.0,2463317.079321223,,,41.36191677175284,
2025-08-05 13:05:00,2462670.0,2462670.0,2462670.0,2462670.0,0.0,2463158.4130970156,,,40.4438964241677,
2025-08-05 13:06:00,2462315.0,2462315.0,2462315.0,2462315.0,0.0,2462943.880686626,,,39.61352657004831,
2025-08-05 13:07:00,2462415.0,2462415.0,2462415.0,2462415.0,0.0,2462878.0774940313,,,39.04761904761905,
2025-08-05 13:08:00,2462725.0,2462725.0,2462725.0,2462725.0,0.0,2462891.9704833813,,,43.193069306930695,
2025-08-05 13:09:00,2462755.0,2462755.0,2462755.0,2462755.0,0.0,2462870.1124991076,,,37.28129205921939,
2025-08-05 13:10:00,2462515.0,2462515.0,2462515.0,2462515.0,0.0,2462761.972303048,,,36.662286465177395,
2025-08-05 13:11:00,2462965.0,2462965.0,2462965.0,2462965.0,0.0,2462885.496978528,,,41.59811985898943,
2025-08-05 13:12:00,2461795.0,2461795.0,2461795.0,2461795.0,0.0,2462550.253702189,,,29.913710450623213,
2025-08-05 13:13:00,2462350.0,2462350.0,2462350.0,2462350.0,0.0,2462611.940514005,,,35.960591133004925,
2025-08-05 13:14:00,2462335.0,2462335.0,2462335.0,2462335.0,0.0,2462546.4545709807,,,32.659251769464106,
2025-08-05 13:15:00,2462625.0,2462625.0,2462625.0,2462625.0,0.0,2462643.5466804714,,,46.82274247491639,
2025-08-05 13:16:00,2462435.0,2462435.0,2462435.0,2462435.0,0.0,2462596.5656885486,,,39.48296122209166,
2025-08-05 13:17:00,2462375.0,2462375.0,2462375.0,2462375.0,0.0,2462553.2065104293,,,43.35483870967742,
2025-08-05 13:18:00,2462015.0,2462015.0,2462015.0,2462015.0,0.0,2462374.628794043,,,41.68734491315137,
2025-08-05 13:19:00,2462530.0,2462530.0,2462530.0,2462530.0,0.0,2462508.469082608,,,50.79726651480638,
2025-08-05 13:20:00,2462320.0,2462320.0,2462320.0,2462320.0,0.0,2462444.448930742,,,46.62162162162163,
2025-08-05 13:21:00,2461660.0,2461660.0,2461660.0,2461660.0,0.0,2462187.0661929,,,39.58125623130608,
2025-08-05 13:22:00,2461350.0,2461350.0,2461350.0,2461350.0,0.0,2461973.199714655,,,36.25954198473283,
2025-08-05 13:23:00,2461305.0,2461305.0,2461305.0,2461305.0,0.0,2461848.042075486,,,38.00000000000001,
2025-08-05 13:24:00,2459640.0,2459640.0,2459640.0,2459640.0,0.0,2461170.364884262,,,22.26753670473083,
2025-08-05 13:25:00,2460150.0,2460150.0,2460150.0,2460150.0,0.0,2461059.023131283,,,31.65013525698828,
2025-08-05 13:26:00,2460010.0,2460010.0,2460010.0,2460010.0,0.0,2460835.2844014512,,,27.49077490774907,
2025-08-05 13:38:00,2460205.0,2460205.0,2460205.0,2460205.0,0.0,2460766.0275211614,,,31.5129811996419,
2025-08-05 13:39:00,2461005.0,2461005.0,2461005.0,2461005.0,0.0,2460855.1321794903,,,33.54487760652765,
2025-08-05 13:40:00,2461095.0,2461095.0,2461095.0,2461095.0,0.0,2460911.5838950127,,,36.19744058500914,
2025-08-05 13:41:00,2461270.0,2461270.0,2461270.0,2461270.0,0.0,2460986.286168494,,,39.56043956043956,
2025-08-05 13:42:00,2461075.0,2461075.0,2461075.0,2461075.0,0.0,2460983.83486141,,,40.31465093411996,
2025-08-05 13:43:00,2461675.0,2461675.0,2461675.0,2461675.0,0.0,2461230.7942244727,,,40.69651741293532,
2025-08-05 13:44:00,2460845.0,2460845.0,2460845.0,2460845.0,0.0,2461011.3369030342,,,36.32404181184669,
2025-08-05 13:45:00,2460965.0,2460965.0,2460965.0,2460965.0,0.0,2461020.0592762604,,,42.76061776061776,
2025-08-05 13:46:00,2460920.0,2460920.0,2460920.0,2460920.0,0.0,2461003.0033894256,,,45.2357071213641,
2025-08-05 13:47:00,2461570.0,2461570.0,2461570.0,2461570.0,0.0,2461239.5290468847,,,51.65919282511211,
2025-08-05 13:48:00,2461645.0,2461645.0,2461645.0,2461645.0,0.0,2461337.012991341,,,72.61462205700124,
2025-08-05 13:49:00,2461775.0,2461775.0,2461775.0,2461775.0,0.0,2461436.1223299075,,,71.17726657645467,
2025-08-05 13:50:00,2461915.0,2461915.0,2461915.0,2461915.0,0.0,2461545.6861779075,,,74.52830188679245,
2025-08-05 13:51:00,2461960.0,2461960.0,2461960.0,2461960.0,0.0,2461638.804827138,,,72.62411347517731,
2025-08-05 13:52:00,2461790.0,2461790.0,2461790.0,2461790.0,0.0,2461622.4898347766,,,68.86145404663924,
2025-08-05 13:53:00,2462330.0,2462330.0,2462330.0,2462330.0,0.0,2461864.0123601565,,,66.95035460992908,
2025-08-05 13:54:00,2462550.0,2462550.0,2462550.0,2462550.0,0.0,2462050.7525634626,,,69.21052631578948,
2025-08-05 13:55:00,2462425.0,2462425.0,2462425.0,2462425.0,0.0,2462119.0931608477,,,66.40726329442282,
2025-08-05 13:56:00,2462560.0,2462560.0,2462560.0,2462560.0,0.0,2462246.565471546,,,62.66666666666667,
2025-08-05 13:57:00,2462125.0,2462125.0,2462125.0,2462125.0,0.0,2462181.4417293034,,,72.68041237113403,
2025-08-05 13:58:00,2462405.0,2462405.0,2462405.0,2462405.0,0.0,2462273.014391339,,,76.8796992481203,
2025-08-05 13:59:00,2462780.0,2462780.0,2462780.0,2462780.0,0.0,2462428.2293602587,,,79.5644891122278,
2025-08-05 14:00:00,2462360.0,2462360.0,2462360.0,2462360.0,0.0,2462330.3705295483,,,63.8996138996139,
2025-08-05 14:01:00,2461610.0,2461610.0,2461610.0,2461610.0,0.0,2462080.5588713856,,,48.78048780487806,
2025-08-05 14:02:00,2461700.0,2461700.0,2461700.0,2461700.0,0.0,2462030.767673049,,,48.78048780487806,
2025-08-05 14:03:00,2461295.0,2461295.0,2461295.0,2461295.0,0.0,2461846.073137508,,,41.67832167832168,
2025-08-05 14:04:00,2461090.0,2461090.0,2461090.0,2461090.0,0.0,2461667.759229931,,,37.94037940379404,
2025-08-05 14:05:00,2461610.0,2461610.0,2461610.0,2461610.0,0.0,2461742.628679811,,,47.5,
2025-08-05 14:06:00,2461220.0,2461220.0,2461220.0,2461220.0,0.0,2461556.0845276853,,,35.81907090464547,
2025-08-05 14:07:00,2460420.0,2460420.0,2460420.0,2460420.0,0.0,2461208.088918014,,,24.367816091954026,
2025-08-06 11:17:00,2455530.0,2455530.0,2455530.0,2455530.0,0.0,,,,,
2025-08-06 11:18:00,2455640.0,2455640.0,2455640.0,2455640.0,0.0,,,,,
2025-08-06 11:19:00,2455440.0,2455440.0,2455440.0,2455440.0,0.0,,,,,
2025-08-06 11:20:00,2455140.0,2455140.0,2455140.0,2455140.0,0.0,,,,,
2025-08-06 11:21:00,2455220.0,2455220.0,2455220.0,2455220.0,0.0,,,,,
2025-08-06 11:22:00,2456000.0,2456000.0,2456000.0,2456000.0,0.0,,,,,
2025-08-06 11:23:00,2455700.0,2455700.0,2455700.0,2455700.0,0.0,,,,,
2025-08-06 11:24:00,2455555.0,2455555.0,2455555.0,2455555.0,0.0,,,,,
2025-08-06 11:25:00,2455485.0,2455485.0,2455485.0,2455485.0,0.0,2455596.9308288004,,,,
2025-08-06 11:26:00,2455525.0,2455525.0,2455525.0,2455525.0,0.0,2455594.5446630404,,,,
